City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,new norfolk,-42.7826,147.0587,294.1,23,100,1.79,AU,1697682622
286,port elizabeth,-33.918,25.5701,289.31,96,75,1.03,ZA,1697682628
287,alofi,-19.0595,-169.9187,299.09,53,40,8.75,NU,1697682949
288,vila velha,-20.3297,-40.2925,296.12,83,75,5.14,BR,1697682949
289,guane,22.2025,-84.0875,295.09,78,100,3.23,CU,1697682949
290,petropavlovsk-kamchatsky,53.0452,158.6483,286.48,88,0,6.0,RU,1697682651
291,broome,42.2506,-75.833,283.36,85,100,1.54,US,1697682950
292,punta arenas,-53.15,-70.9167,285.21,58,0,8.23,CL,1697682644
293,cancun,21.1743,-86.8466,297.11,69,40,2.06,MX,1697682428
294,fort bragg,35.139,-79.006,285.26,91,0,0.0,US,1697682950
295,afaahiti,-17.75,-149.2833,298.08,82,87,6.87,PF,1697682649
296,ingeniero guillermo n. juarez,-23.9,-61.85,291.84,82,75,4.07,AR,1697682950
297,wailua homesteads,22.0669,-159.378,303.39,64,0,4.63,US,1697682622
298,vorkuta,67.5,64.0,273.56,79,100,6.41,RU,1697682950
299,kisangani,0.5167,25.2,294.89,99,100,1.5,CD,1697682950
300,ola,59.5833,151.2833,274.9,32,14,1.62,RU,1697682643
301,alo,7.4178,6.7371,297.09,97,100,1.65,NG,1697682658
302,beaucaire,43.8081,4.6442,294.16,91,100,2.57,FR,1697682951
303,fiambala,-27.6871,-67.6149,288.13,45,0,1.59,AR,1697682951
304,tralee,52.2704,-9.7026,285.32,95,100,2.86,IE,1697682951
305,qui nhon,13.7667,109.2333,302.05,73,64,1.08,VN,1697682951
306,san luis jilotepeque,14.65,-89.7333,291.35,96,94,1.82,GT,1697682951
307,hueytown,33.4512,-86.9967,290.27,75,0,2.06,US,1697682951
308,uturoa,-16.7333,-151.4333,299.44,79,84,4.73,PF,1697682640
309,turbat,26.0023,63.044,298.24,80,58,1.51,PK,1697682952
310,la ronge,55.1001,-105.2842,283.29,81,100,4.63,CA,1697682952
311,sorsk,54.0033,90.2467,278.74,93,99,3.19,RU,1697682643
312,ballina,-28.8667,153.5667,295.81,51,24,5.2,AU,1697682952
313,tahoua,14.8888,5.2692,302.11,15,100,4.5,NE,1697682952
314,dedovichi,57.5517,29.9502,274.45,91,100,2.52,RU,1697682952
315,shanwei,22.782,115.3475,298.91,79,100,4.48,CN,1697682952
316,ko lanta,7.5336,99.0865,301.18,76,67,3.07,TH,1697682953
317,bijapur,16.8333,75.7,299.39,54,6,4.2,IN,1697682953
318,amungan,15.3652,119.9582,303.73,64,77,2.13,PH,1697682953
319,sucua,-2.4667,-78.1667,292.32,96,25,1.72,EC,1697682736
320,okha,53.5739,142.9478,280.47,94,100,5.6,RU,1697682720
321,san luis,-33.295,-66.3356,282.88,76,4,2.52,AR,1697682953
322,belmonte,-15.8631,-38.8828,296.19,77,74,3.25,BR,1697682953
323,badou,7.5833,0.6,296.09,93,73,0.53,TG,1697682953
324,kosh-agach,50.0,88.6667,275.54,67,0,0.89,RU,1697682953
325,campos belos,-13.0367,-46.7717,298.53,28,5,1.54,BR,1697682954
326,jijel,36.8205,5.7667,294.12,60,0,2.06,DZ,1697682704
327,kontcha,7.9667,12.2333,295.59,83,100,1.26,CM,1697682954
328,boda,4.3189,17.4695,293.79,97,100,1.23,CF,1697682954
329,pariaman,-0.619,100.12,300.18,73,92,1.66,ID,1697682954
330,rio viejo,8.5874,-73.839,297.96,94,59,0.97,CO,1697682954
331,nguti,5.3299,9.4185,295.53,97,98,0.86,CM,1697682954
332,guerrero negro,27.9769,-114.0611,293.88,84,6,5.3,MX,1697682715
333,san juan de miraflores,-12.1629,-76.9635,293.24,82,89,3.11,PE,1697682955
334,buka,40.8108,69.1986,290.96,47,77,0.54,UZ,1697682955
335,baoding,38.8511,115.4903,293.37,22,100,0.73,CN,1697682955
336,arraial do cabo,-22.9661,-42.0278,295.07,83,75,2.57,BR,1697682955
337,palmer,42.1584,-72.3287,285.66,83,75,0.0,US,1697682631
338,casablanca,33.5928,-7.6192,295.0,88,97,2.68,MA,1697682955
339,nelson bay,-32.7167,152.15,295.42,54,7,1.79,AU,1697682956
340,mariental,-24.6333,17.9667,293.12,23,0,4.82,NA,1697682956
341,suntar,62.1444,117.6319,263.79,91,11,2.68,RU,1697682637
342,al jawf,29.5,38.75,290.08,73,0,3.47,SA,1697682956
343,le port,-20.9373,55.2919,298.15,96,79,3.32,RE,1697682956
344,brokopondo,4.75,-55.1667,300.03,78,100,2.62,SR,1697682956
345,orda,57.1951,56.9091,276.68,78,100,8.12,RU,1697682956
346,hasaki,35.7333,140.8333,298.31,59,86,7.57,JP,1697682404
347,obigarm,38.7173,69.7088,285.46,47,35,2.09,TJ,1697682956
348,villeneuve-sur-lot,44.5,0.6667,289.12,92,100,3.22,FR,1697682957
349,mana,5.6592,-53.7767,299.42,83,100,4.0,GF,1697682710
350,hilo,19.7297,-155.09,302.19,76,75,2.57,US,1697682499
351,nar'yan-mar,67.6713,53.087,274.32,89,100,4.02,RU,1697682686
352,kumagunnam,13.1551,10.6342,300.46,19,70,3.95,NG,1697682957
353,taltal,-25.4,-70.4833,290.8,66,0,1.57,CL,1697682957
354,aswan,24.0934,32.907,293.76,40,0,2.06,EG,1697682685
355,boguchany,58.3814,97.4531,275.29,79,94,1.34,RU,1697682957
356,shumikha,55.2261,63.2961,275.34,70,2,6.06,RU,1697682958
357,moeiwadi,16.3894,104.1572,300.91,69,100,0.57,TH,1697682958
358,mahina,-17.5065,-149.489,299.02,78,75,4.63,PF,1697682654
359,amos,48.5669,-78.1162,281.2,75,100,3.02,CA,1697682958
360,tura,25.5198,90.2201,296.52,77,0,0.52,IN,1697682336
361,saint-denis,48.9167,2.3333,289.58,88,100,5.66,FR,1697682958
362,bapatla,15.9,80.4667,301.47,75,48,2.37,IN,1697682958
363,urangan,-25.3,152.9,295.29,54,14,8.01,AU,1697682958
364,zouerate,22.7187,-12.4521,300.96,26,0,3.16,MR,1697682959
365,kasongo-lunda,-6.4667,16.8167,294.66,98,100,0.93,CD,1697682959
366,aykhal,66.0,111.5,262.08,93,100,2.24,RU,1697682676
367,xapuri,-10.6517,-68.5044,300.41,55,46,1.4,BR,1697682959
368,port douglas,-16.4833,145.4667,298.9,64,46,6.04,AU,1697682959
369,ishigaki,24.3448,124.1572,302.22,61,20,3.6,JP,1697682650
370,queenstown,-31.8976,26.8753,284.16,86,36,1.24,ZA,1697682688
371,westport,41.1415,-73.3579,288.05,83,100,4.12,US,1697682959
372,mecca,21.4267,39.8261,299.29,44,4,0.91,SA,1697682960
373,weno,7.4515,151.8468,305.12,70,40,4.12,FM,1697682960
374,sinop,41.7711,34.8709,282.64,95,100,1.03,TR,1697682960
375,port alfred,-33.5906,26.891,289.36,97,11,2.23,ZA,1697682644
376,saskatoon,52.1168,-106.6345,282.14,76,0,2.57,CA,1697682929
377,kalmunai,7.4167,81.8167,299.77,81,100,2.51,LK,1697682960
378,baiyin,36.5583,104.2081,280.9,56,34,1.77,CN,1697682960
379,lushun,38.8,121.2667,292.27,36,99,7.66,CN,1697682961
380,fale old settlement,-9.3852,-171.2468,301.77,71,14,3.26,TK,1697682624
381,tarakan,3.3,117.6333,303.87,84,40,2.57,ID,1697682709
382,horta,38.5333,-28.6333,292.05,84,38,4.47,PT,1697682635
383,lae,-6.7221,146.9847,305.52,63,49,3.58,PG,1697682961
384,chui,-33.6971,-53.4616,284.75,87,4,3.49,UY,1697682961
385,chimbote,-9.0853,-78.5783,292.59,88,49,3.2,PE,1697682691
386,urucui,-7.2294,-44.5561,297.91,33,49,2.07,BR,1697682961
387,fada,9.5667,8.3,293.63,85,100,0.56,NG,1697682961
388,nema,57.5067,50.5011,273.87,93,77,4.44,RU,1697682962
389,alice springs,-23.7,133.8833,304.9,7,0,2.57,AU,1697682457
390,romanovka,51.7443,42.7527,281.09,57,100,4.93,RU,1697682962
391,diamantino,-14.4086,-56.4461,302.85,37,41,0.81,BR,1697682962
392,batticaloa,7.7102,81.6924,299.41,83,87,1.84,LK,1697682962
393,upata,8.0086,-62.3989,295.24,97,99,1.69,VE,1697682962
394,kerman,30.2832,57.0788,285.07,32,0,3.09,IR,1697682963
395,purranque,-40.9167,-73.1667,285.78,97,41,0.35,CL,1697682963
396,bandar lampung,-5.4254,105.258,305.43,44,100,3.56,ID,1697682963
397,salalah,17.0151,54.0924,298.2,78,0,1.03,OM,1697682963
398,pacific grove,36.6177,-121.9166,295.94,76,0,0.45,US,1697682574
399,wanning,18.8003,110.3967,300.16,88,76,7.15,CN,1697682963
400,colonia,50.9333,6.95,287.92,90,75,4.63,DE,1697682589
401,gadzhiyevo,69.2551,33.3362,274.54,63,100,8.48,RU,1697682636
402,oranjemund,-28.55,16.4333,288.88,90,0,1.37,NA,1697682662
403,key west,24.5557,-81.7826,297.15,73,0,3.6,US,1697682292
404,katsuura,35.1333,140.3,297.0,59,74,6.12,JP,1697682659
405,cidreira,-30.1811,-50.2056,290.03,75,95,4.68,BR,1697682964
406,maceio,-9.6658,-35.7353,294.84,94,40,2.57,BR,1697682964
407,mwinilunga,-11.7358,24.4293,290.4,84,76,0.18,ZM,1697682652
408,gaigeturi,33.4644,126.3183,296.18,64,20,4.12,KR,1697682964
409,guamuchil,25.4667,-108.1,302.41,76,69,1.05,MX,1697682964
410,vizinga,61.0749,50.1031,274.78,96,100,5.06,RU,1697682964
411,nyrob,60.733,56.7202,277.8,68,100,7.6,RU,1697682965
412,kone,-21.0595,164.8658,297.99,49,69,4.55,NC,1697682660
413,emerald,-23.5333,148.1667,301.12,41,3,3.87,AU,1697682965
414,camana,-16.6228,-72.7111,293.27,83,38,2.71,PE,1697682965
415,sola,-13.8833,167.55,299.08,79,94,3.67,VU,1697682965
416,labytnangi,66.6572,66.4183,273.3,97,87,5.57,RU,1697682965
417,luderitz,-26.6481,15.1594,286.99,92,28,3.86,NA,1697682682
418,balqash,46.8481,74.995,277.48,100,40,4.0,KZ,1697682965
419,acapulco de juarez,16.8634,-99.8901,300.05,83,100,1.54,MX,1697682814
420,yarmouth,41.7057,-70.2286,287.6,89,100,1.54,US,1697682966
421,geraldton,-28.7667,114.6,297.38,53,100,4.63,AU,1697682682
422,novo aripuana,-5.1206,-60.3797,299.68,68,25,1.73,BR,1697682966
423,paranaiba,-19.6772,-51.1908,302.94,43,75,4.21,BR,1697682966
424,kodinsk,58.6881,99.1844,274.51,86,100,1.94,RU,1697682738
425,baganga,7.5739,126.56,302.2,72,91,2.08,PH,1697682688
426,kupang,-10.1667,123.5833,306.47,43,20,3.6,ID,1697682631
427,arkalyk,50.2486,66.9114,277.59,62,74,1.62,KZ,1697682967
428,pocone,-16.2567,-56.6228,302.55,38,12,0.89,BR,1697682967
429,jinchang,38.4953,102.1739,282.72,24,0,0.73,CN,1697682967
430,nuuk,64.1835,-51.7216,269.49,58,75,11.32,GL,1697682625
431,taulaga,-11.0553,-171.0883,300.85,79,35,6.12,AS,1697682967
432,bazarnyye mataki,54.8833,49.9333,276.49,75,94,7.15,RU,1697682967
433,lospalos,-8.5186,127.0025,302.64,45,53,5.33,TL,1697682967
434,youhao,47.8667,128.8333,279.7,46,84,5.18,CN,1697682968
435,al majaridah,19.1236,41.9111,300.36,59,19,0.88,SA,1697682968
436,cambuga,13.6167,122.45,302.9,69,43,1.28,PH,1697682968
437,kingsville,27.5159,-97.8561,296.13,77,20,4.12,US,1697682968
438,lazaro cardenas,17.9583,-102.2,296.49,94,100,2.99,MX,1697682655
439,dompu,-8.5356,118.4622,309.61,34,12,1.9,ID,1697682968
440,arkhangel'sk,64.5401,40.5433,277.11,78,100,4.43,RU,1697682691
441,vilyuysk,63.7553,121.6247,265.37,87,73,4.02,RU,1697682799
442,yulinshi,38.2906,109.7494,285.75,29,100,7.16,CN,1697682969
443,la paz,-16.5,-68.15,283.47,71,20,2.57,BO,1697682969
444,labrador city,52.9463,-66.9114,277.1,75,0,3.09,CA,1697682969
445,delijan,33.9905,50.6838,289.29,26,89,1.47,IR,1697682969
446,kingston,17.997,-76.7936,302.68,86,20,3.09,JM,1697682423
447,prieska,-29.6641,22.7474,293.59,26,0,1.59,ZA,1697682969
448,laojunmiao,39.8333,97.7333,281.68,28,0,1.53,CN,1697682705
449,challapata,-18.9,-66.7667,281.38,82,100,1.19,BO,1697682969
450,nouadhibou,20.931,-17.0347,296.14,88,0,5.66,MR,1697682719
451,egersund,58.4513,5.9997,280.98,68,100,14.2,NO,1697682712
452,lobujya,27.95,86.8167,265.54,51,1,1.95,NP,1697682970
453,tra mhor,52.1624,-7.1524,285.98,76,100,0.45,IE,1697682970
454,codrington,-38.2667,141.9667,298.88,29,77,2.37,AU,1697682970
455,hwasun,35.0594,126.985,294.87,59,98,3.21,KR,1697682970
456,zaysan,47.4667,84.8667,285.4,26,0,0.54,KZ,1697682970
457,licheng,23.2955,113.8284,296.93,93,100,1.01,CN,1697682706
458,nohar,29.1833,74.7667,297.27,37,0,1.41,IN,1697682970
459,pontianak,-0.0333,109.3333,301.14,83,40,2.06,ID,1697682971
460,prakhon chai,14.6059,103.1208,302.5,68,98,0.44,TH,1697682971
461,mount pearl,47.5166,-52.7813,280.55,90,100,4.12,CA,1697682621
462,huarmey,-10.0681,-78.1522,291.61,93,100,6.18,PE,1697682688
463,cidade velha,14.9167,-23.6167,299.41,78,20,5.14,CV,1697682971
464,ta`u,-14.2336,-169.5144,299.16,83,100,9.67,AS,1697682971
465,madaba,31.5833,35.6667,290.21,79,0,0.55,JO,1697682971
466,touros,-5.1989,-35.4608,298.01,76,36,4.97,BR,1697682716
467,naro moru,-0.1676,37.0213,287.6,91,99,3.36,KE,1697682971
468,grand falls-windsor,48.9332,-55.6649,275.1,90,9,2.61,CA,1697682886
469,port hedland,-20.3167,118.5667,314.18,5,0,4.12,AU,1697682698
470,pamandzi,-12.7967,45.2794,298.03,88,20,2.06,YT,1697682972
471,cabo san lucas,22.8909,-109.9124,302.46,82,75,4.12,MX,1697682493
472,natal,-5.795,-35.2094,299.27,73,75,3.09,BR,1697682966
473,zarghun shahr,32.8473,68.4457,284.23,36,0,1.66,AF,1697682972
474,tionk essil,12.7856,-16.5217,299.18,83,100,0.99,SN,1697682801
475,talara,-4.5772,-81.2719,294.57,83,0,6.69,PE,1697682972
476,turpan,42.9333,89.1667,290.16,23,0,0.9,CN,1697682653
477,happy valley-goose bay,53.3168,-60.3315,273.32,86,20,2.06,CA,1697682973
478,amarante do maranhao,-5.5667,-46.7422,297.43,58,2,1.37,BR,1697682973
479,rochelle,46.25,-1.0,291.2,88,0,7.2,FR,1697682973
480,la ferte-mace,48.59,-0.358,287.19,95,100,5.93,FR,1697682973
481,hacienda huancane,-15.8222,-70.8856,276.55,94,100,0.93,PE,1697682973
482,mount gambier,-37.8333,140.7667,299.59,25,77,2.61,AU,1697682652
483,cururupu,-1.8283,-44.8683,297.86,85,1,2.03,BR,1697682646
484,sinabang,2.4803,96.3801,299.83,82,100,1.39,ID,1697682973
485,tibanbang,6.6315,126.1055,301.41,72,100,0.13,PH,1697682974
486,smara,26.7384,-11.6719,294.94,69,0,2.96,EH,1697682974
487,tsiombe,-25.3,45.4833,294.56,89,100,2.3,MG,1697682629
488,sandnessjoen,66.0217,12.6316,267.44,62,2,5.5,NO,1697682655
489,al ghayzah,16.2079,52.176,299.43,78,9,1.4,YE,1697682708
490,elesbao veloso,-6.2019,-42.1403,297.13,38,33,1.19,BR,1697682974
491,tromso,69.6496,18.957,269.16,93,20,1.54,NO,1697682482
492,leticia,-4.2153,-69.9406,297.18,94,20,1.03,CO,1697682974
493,praya,14.9215,-23.5087,300.09,76,46,4.19,CV,1697682649
494,sivas,39.7916,37.0019,280.5,100,75,2.06,TR,1697682975
495,rawson,-43.3002,-65.1023,294.72,16,100,13.29,AR,1697682666
496,nea alikarnassos,35.3333,25.1667,293.97,85,75,2.06,GR,1697682975
497,christchurch,-43.5333,172.6333,294.56,63,36,5.14,NZ,1697682975
498,mirny,62.5353,113.9611,269.32,85,100,2.38,RU,1697682633
499,yancheng,33.3856,120.1253,293.41,78,100,4.2,CN,1697682975
500,balotra,25.8333,72.2333,300.69,37,3,3.24,IN,1697682976
501,kaoma,-14.7833,24.8,293.7,70,8,2.45,ZM,1697682976
502,tokonou,9.65,-9.7833,293.74,95,100,1.18,GN,1697682976
503,yomju-up,39.8933,124.5981,288.56,52,92,3.91,KP,1697682976
504,puerto princesa,9.7392,118.7353,304.14,70,40,3.09,PH,1697682976
505,awjilah,29.1081,21.2869,294.49,34,0,2.46,LY,1697682634
506,ixtapa,20.7,-105.2,300.72,74,100,0.0,MX,1697682696
507,patong,7.8961,98.2966,304.23,71,78,3.04,TH,1697682700
508,smithers,54.7804,-127.1743,284.33,66,40,3.09,CA,1697682622
509,knyaze-volkonskoye,48.4642,135.4567,280.34,51,66,5.81,RU,1697682977
510,crane,31.3974,-102.3501,295.59,31,0,8.29,US,1697682633
511,mejaniga,45.4511,11.9022,285.74,96,100,0.45,IT,1697682977
512,san angelo,31.4638,-100.437,296.64,40,0,2.57,US,1697682977
513,mugia,43.1041,-9.2179,292.13,83,100,13.69,ES,1697682671
514,usinsk,65.9939,57.5281,274.86,97,100,5.81,RU,1697682978
515,verdal,63.7933,11.4817,273.17,66,1,5.83,NO,1697682978
516,coxim,-18.5067,-54.76,304.75,32,29,1.26,BR,1697682978
517,taufkirchen,48.0432,11.6191,280.61,93,96,1.73,DE,1697682978
518,yemetsk,63.4721,41.7941,274.74,88,100,3.87,RU,1697682978
519,soligalich,59.0778,42.2864,275.75,93,99,1.82,RU,1697682978
520,kangding,30.0513,101.9603,285.15,75,78,1.91,CN,1697682979
521,maues,-3.3836,-57.7186,297.23,87,33,1.35,BR,1697682979
522,callao,-12.0667,-77.15,294.1,82,100,5.14,PE,1697682701
523,nuku'alofa,-21.1333,-175.2,295.32,76,26,7.37,TO,1697682705
524,soe,-9.8607,124.284,304.73,23,35,5.19,ID,1697682979
525,dahlen,51.3667,13.0,282.35,85,100,3.15,DE,1697682979
526,paros,37.0833,25.15,292.94,68,56,4.12,GR,1697682889
527,faya-largeau,17.9257,19.1043,298.09,17,65,7.91,TD,1697682673
528,petukhovo,55.0692,67.9019,276.44,68,4,5.41,RU,1697682979
529,tomohon,1.3346,124.8392,300.67,55,67,1.15,ID,1697682980
530,mao,39.8885,4.2658,296.46,94,75,5.66,ES,1697682980
531,gospic,44.5461,15.3747,286.98,96,99,4.75,HR,1697682980
532,impfondo,1.6381,18.0667,294.78,99,100,0.75,CG,1697682980
533,antonio enes,-16.2325,39.9086,297.14,85,9,1.09,MZ,1697682980
534,tegueste,28.5167,-16.3167,292.59,84,0,2.57,ES,1697682980
535,salekhard,66.53,66.6019,273.48,93,62,6.32,RU,1697682720
536,guanare,9.0418,-69.7421,295.65,95,87,1.88,VE,1697682980
537,chake chake,-5.2459,39.7666,298.87,77,81,2.1,TZ,1697682981
538,gemena,3.25,19.7667,294.36,100,100,1.07,CD,1697682981
539,grand gaube,-20.0064,57.6608,297.8,79,99,0.45,MU,1697682981
540,boende,-0.2167,20.8667,294.51,99,100,1.41,CD,1697682981
541,cold lake,54.4502,-110.2017,280.12,87,20,1.54,CA,1697682981
542,esmeraldas,-19.7625,-44.3139,296.89,77,93,1.87,BR,1697682982
543,kimbe,-5.5502,150.1429,302.23,79,69,1.02,PG,1697682982
544,sierra grande,-41.606,-65.3557,290.68,25,100,11.51,AR,1697682982
545,abepura,-2.6333,140.5833,306.6,49,20,4.63,ID,1697682699
546,ibi,38.6253,-0.5723,292.05,61,90,2.24,ES,1697682982
547,bhongir,17.5108,78.8889,297.76,64,5,1.81,IN,1697682982
548,patterson,37.4716,-121.1297,300.81,64,0,2.12,US,1697682830
549,kijang,35.2442,129.2139,293.0,43,100,2.95,KR,1697682661
550,antsiranana,-12.2787,49.2917,297.62,86,61,5.43,MG,1697682683
551,flin flon,54.7682,-101.865,279.44,67,100,2.02,CA,1697682983
552,yuxia,34.0615,108.6291,285.49,55,100,0.89,CN,1697682983
553,glace bay,46.1969,-59.957,280.46,88,40,3.09,CA,1697682879
554,wainwright,52.839,-110.8572,285.23,52,63,2.78,CA,1697682921
555,anse-bertrand,16.4721,-61.5078,299.05,100,12,6.04,GP,1697682983
556,rexburg,43.826,-111.7897,287.88,51,0,3.09,US,1697682736
557,copala,16.65,-98.9833,297.78,88,100,3.71,MX,1697682983
558,charles city,43.0664,-92.6724,285.1,86,0,0.89,US,1697682984
559,malanje,-9.5402,16.341,291.29,94,100,1.86,AO,1697682404
560,tweed heads,-28.1817,153.547,298.26,46,40,7.72,AU,1697682984
561,zamboanguita,9.1025,123.1996,301.12,71,66,3.96,PH,1697682984
562,tiznit,29.5833,-9.5,291.87,75,79,0.8,MA,1697682984
563,ulaangom,49.9811,92.0667,280.64,47,0,0.39,MN,1697682984
564,lillehammer,61.1146,10.4674,273.97,91,100,1.41,NO,1697682984
565,rabak,13.1809,32.74,302.77,45,60,3.56,SD,1697682985
566,kansk,56.2017,95.7175,281.94,75,13,2.43,RU,1697682738
567,orkney,-26.9802,26.6727,288.43,41,1,1.47,ZA,1697682985
568,trashi yangtse,27.6116,91.498,290.86,54,5,2.16,BT,1697682985
569,katima mulilo,-17.5,24.2667,293.0,41,84,2.6,NA,1697682985
570,sisimiut,66.9395,-53.6735,268.53,78,100,7.35,GL,1697682687
571,miandrivazo,-19.5167,45.4667,297.74,77,73,1.25,MG,1697682985
572,luwuk,-0.9516,122.7875,303.95,62,92,2.68,ID,1697682629
